source_id,jurisdiction,discovery_source,legal_name,trade_names,address,postal,city,legal_form,charity_status,matched_bn,matched_cra_name,charity_match_score,charity_runner_up_score,charity_match_method,social_status,social_signal,social_match_score,federal_grant_status,matched_grant_entity_id,matched_grant_entity_name,federal_grant_match_score,federal_grant_runner_up_score,federal_grants_received,federal_dollars_received,review_flag,discovery_snapshot_date,cra_snapshot_date,grants_snapshot_date
3429008,BC,corporations_canada,HSEF RENAISSANCE ACADEMY,,1250 - 1500 W. GEORGIA STREET,V6G2Z6,VANCOUVER,Canada Not-for-profit Corporations Act,needs_review,885205427,HSEF RENAISSANCE ACADEMY,100.0,44.44444444444444,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
3995291,ON,corporations_canada,M.P. Charitable Foundation,,1280 FINCH AVENUE WEST,M3J3K6,TORONTO,Canada Not-for-profit Corporations Act,needs_review,880170014,M.P. CHARITABLE FOUNDATION,100.0,17.391304347826086,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
4175433,ON,corporations_canada,Piano Association of Ottawa/Gatineau,Association de piano d'Ottawa/Gatineau,1 CENTENNIAL BLVD,K1S0M6,OTTAWA,Canada Not-for-profit Corporations Act,needs_review,870908555,PLAST OTTAWA,75.0,62.857142857142854,fuzzy,,,,,,,,,,,mid_band_score,,,
9388249,ON,corporations_canada,Connecting Windsor-Essex,,500 Ouellette Avenue,N9A1B3,WINDSOR,Canada Not-for-profit Corporations Act,needs_review,119299865,WINDSOR-ESSEX COUNTY Y FOUNDATION,81.81818181818181,74.4186046511628,fuzzy,,,,federal_grant_match,118218,Connecting Windsor-Essex ,100.0,,4,860701.0,mid_band_score,,,
3721426,ON,corporations_canada,InformCanada Federation,,2255 ST-LAURENTS BLVD,K1G4K3,OTTAWA,Canada Not-for-profit Corporations Act,needs_review,108071895,InformCanada Federation,100.0,,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
9526978,ON,corporations_canada,EVANGELICAL CHURCH OF THE DEAF,,2395 BAYVIEW AVENUE,M2L1A2,TORONTO,Canada Not-for-profit Corporations Act,needs_review,118903244,EVANGELICAL CHURCH OF THE DEAF,100.0,50.0,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
10011304,AB,corporations_canada,Kenny Family Foundation Inc.,,51146 Range Road 205,T8G1E5,Sherwood Park,Canada Not-for-profit Corporations Act,needs_review,757072897,KENNY FAMILY FOUNDATION INC.,100.0,,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
9859098,ON,corporations_canada,TORAH ACADEMY OF OTTAWA,,1119 Lazard Street,K2C2R5,OTTAWA,Canada Not-for-profit Corporations Act,needs_review,886778695,TORAH ACADEMY OF OTTAWA,100.0,66.66666666666667,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
8068020,ON,corporations_canada,PRINCE EDWARD COUNTY RADIO CORPORATION,,38 Cold Storage Road,K0K2T0,PICTON,Canada Not-for-profit Corporations Act,needs_review,867477341,PRINCE EDWARD COUNTY GREEN TRUST,76.92307692307692,71.42857142857143,fuzzy,,,,federal_grant_match,106550,Prince Edward County Radio Corporation,100.0,,11,117468.0,mid_band_score,,,
10672629,SK,corporations_canada,Safe Drinking Water Foundation,Fondation de l'Eau Potable Sûre,#1-912 Idylwyld Drive North,S7L0Z6,Saskatoon,Canada Not-for-profit Corporations Act,needs_review,868384892,SAFE DRINKING WATER FOUNDATION,100.0,39.21568627450981,fuzzy,,,,,,,,,,,bn_contradicts_fuzzy_match,,,
