category,recipient_legal_name,business_number,city,province,n_grants,total_cad,first_year,last_year,example_funder,receipt_description_snippet,receipt_ref_number,entity_id,match_method,entity_kind,bn_root,latest_revenue,fiscal_period_end
supportive_housing,Passages,,Montréal,QC,1,129257.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00184,189513,unmatched_new,other_org,,,
emergency_shelter,Passages,,Montréal,QC,1,129257.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00184,189513,unmatched_new,other_org,,,
supportive_housing,Le Dahlia groupe d'entraide en santé mentale,,Beauharnois,QC,1,127670.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00228,146699,unmatched_new,other_org,,,
emergency_shelter,Le Dahlia groupe d'entraide en santé mentale,,Beauharnois,QC,1,127670.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00228,146699,unmatched_new,other_org,,,
supportive_housing,La Corporation Félix-Hubert d'Hérelle,,Montréal,QC,1,127000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00230,316674,unmatched_new,other_org,,,
emergency_shelter,La Corporation Félix-Hubert d'Hérelle,,Montréal,QC,1,127000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00230,316674,unmatched_new,other_org,,,
supportive_housing,Saskatoon Environmentor's Co-operative Ltd.,,Saskatoon,SK,1,125000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00258,278020,unmatched_new,other_org,,,
emergency_shelter,Saskatoon Environmentor's Co-operative Ltd.,,Saskatoon,SK,1,125000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00258,278020,unmatched_new,other_org,,,
supportive_housing,Accueil Bonneau inc.,,Montréal,QC,1,124190.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00176,9209,exact_bn,charity,118776897,6220185.0,2024-12-31
emergency_shelter,Accueil Bonneau inc.,,Montréal,QC,1,124190.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00176,202851,unmatched_new,other_org,,,
supportive_housing,L'Avenue hébergement communautaire,,Montréal,QC,1,123980.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00197,146452,unmatched_new,other_org,,,
emergency_shelter,L'Avenue hébergement communautaire,,Montréal,QC,1,123980.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00197,146452,unmatched_new,other_org,,,
supportive_housing,My Sister's Place Transitional Support Centre,,London,ON,1,122030.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00220,332154,unmatched_new,other_org,,,
supportive_housing,Western Ontario Therapeutic Community Hostel (WOTCH),,London,ON,1,122030.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00221,146264,unmatched_new,other_org,,,
emergency_shelter,My Sister's Place Transitional Support Centre,,London,ON,1,122030.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00220,332154,unmatched_new,other_org,,,
emergency_shelter,Western Ontario Therapeutic Community Hostel (WOTCH),,London,ON,1,122030.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00221,146264,unmatched_new,other_org,,,
supportive_housing,Castle Arms Non-Profit Apartment Corporation,132131566,North Bay,ON,1,121755.0,2009,2009,"Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada","Assistance for the architectural, design and engineering costs related to the construction of a Senior's Supportive Housing complex in Mattawa.",033-2009-2010-Q3-504210,95275,exact_bn,charity,132131566,3169241.0,2024-12-31
supportive_housing,Canadian Mental Health Association,,Belleville,ON,1,118335.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00267,336660,unmatched_new,other_org,010686343,,
emergency_shelter,Canadian Mental Health Association,,Belleville,ON,1,118335.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00267,336660,unmatched_new,other_org,010686343,,
supportive_housing,Welland Community Resource and Action Centre,,Welland,ON,1,111796.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00153,150572,unmatched_new,other_org,,,
emergency_shelter,Welland Community Resource and Action Centre,,Welland,ON,1,111796.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00153,150572,unmatched_new,other_org,,,
housing_first,"Kozloff, Nicole",,Toronto,ON,1,110000.0,2015,2015,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,The individual and societal impact of Housing First for homeless youth with mental illness: Mixed-methods analysis of the At Home/Chez Soi field trial,236-2015-2016-Q2-00262,168998,unmatched_new,other_org,,,
housing_first,"DE BOER, Tracy J",,Winnipeg,MB,1,108000.0,2013,2013,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,Of Health and Home: Mixed Methods Outcomes of a Housing First Intervention for Homeless Adults who Use Volatile Solvents,236-2013-2014-Q2-00345,324557,unmatched_new,other_org,,,
supportive_housing,St. Francis Foundation,,St. John's,NL,1,107087.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00484,245925,unmatched_new,other_org,,,
emergency_shelter,St. Francis Foundation,,St. John's,NL,1,107087.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00484,245925,unmatched_new,other_org,,,
supportive_housing,Cultural Communications Group,,Niagara-on-the-Lake,ON,1,105209.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00152,231194,unmatched_new,other_org,,,
emergency_shelter,Cultural Communications Group,,Niagara-on-the-Lake,ON,1,105209.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00152,231194,unmatched_new,other_org,,,
housing_first,"Parpouchi, Seyed-Reza",,Burnaby,BC,1,105000.0,2016,2016,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,Housing First and Treatment Engagement and Continuity: A Randomised Controlled Trial,236-2016-2017-Q1-00197,227861,unmatched_new,other_org,,,
supportive_housing,"Governing Council of the Salvation Army in Canada, The Harbour Light",,Vancouver,BC,1,103000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00273,336590,unmatched_new,other_org,,,
emergency_shelter,"Governing Council of the Salvation Army in Canada, The Harbour Light",,Vancouver,BC,1,103000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00273,336590,unmatched_new,other_org,,,
supportive_housing,Relais Communautaire,,Laval,QC,1,101874.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00116,202679,unmatched_new,other_org,,,
emergency_shelter,Relais Communautaire,,Laval,QC,1,101874.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00116,202679,unmatched_new,other_org,,,
supportive_housing,YWCA of Saskatoon,,Saskatoon,SK,2,101300.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00246,209688,unmatched_new,other_org,,,
emergency_shelter,YWCA of Saskatoon,,Saskatoon,SK,2,101300.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00246,209688,unmatched_new,other_org,,,
housing_first,"Frankish, Charles J",,Vancouver,BC,1,100000.0,2016,2016,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,"A Realist Synthesis of Housing First Programs: What Works, for Whom, Under What Circumstances in the Community Functioning of Formerly Homeless Adults",236-2015-2016-Q3-00119,185193,unmatched_new,other_org,,,
supportive_housing,Gateway Residence of Niagara Inc.,,Welland,ON,1,98000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00101,344172,unmatched_new,other_org,,,
emergency_shelter,Gateway Residence of Niagara Inc.,,Welland,ON,1,98000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00101,344172,unmatched_new,other_org,,,
supportive_housing,Centre de solidarité familial sourire sans faim,,Saint-Rémi,QC,1,96431.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00173,245971,unmatched_new,other_org,,,
emergency_shelter,Centre de solidarité familial sourire sans faim,,Saint-Rémi,QC,1,96431.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00173,245971,unmatched_new,other_org,,,
supportive_housing,Oasis Unité Mobile D'Intervention,,Laval,QC,1,95660.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00119,146774,unmatched_new,other_org,,,
emergency_shelter,Oasis Unité Mobile D'Intervention,,Laval,QC,1,95660.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00119,146774,unmatched_new,other_org,,,
supportive_housing,Nokee Kwe Occupational Skill Development Inc.,,London,ON,2,93883.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00075,245917,unmatched_new,other_org,,,
emergency_shelter,Nokee Kwe Occupational Skill Development Inc.,,London,ON,2,93883.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00075,245917,unmatched_new,other_org,,,
supportive_housing,United Church Halfway Homes Inc.,,Winnipeg,MB,1,92067.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00227,245909,unmatched_new,other_org,,,
emergency_shelter,United Church Halfway Homes Inc.,,Winnipeg,MB,1,92067.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00227,245909,unmatched_new,other_org,,,
supportive_housing,Union Gospel Mission,,Winnipeg,MB,1,90000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00186,150865,unmatched_new,other_org,,,
emergency_shelter,Union Gospel Mission,,Winnipeg,MB,1,90000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00186,150865,unmatched_new,other_org,,,
supportive_housing,Ranch Ehrlo Society,,Balgonie,SK,1,89545.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00148,19641,exact_bn,charity,119109155,92132797.0,2024-05-31
emergency_shelter,Ranch Ehrlo Society,,Balgonie,SK,1,89545.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00148,19641,exact_bn,charity,119109155,92132797.0,2024-05-31
supportive_housing,Centre des Femmes de Laval,,Laval,QC,1,87760.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00429,245924,unmatched_new,other_org,,,
emergency_shelter,Centre des Femmes de Laval,,Laval,QC,1,87760.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00429,245924,unmatched_new,other_org,,,
supportive_housing,Association for Women's Residential Facilities,,Halifax,NS,1,87033.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00301,344186,unmatched_new,other_org,,,
emergency_shelter,Association for Women's Residential Facilities,,Halifax,NS,1,87033.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00301,344186,unmatched_new,other_org,,,
supportive_housing,Bonsecours Inc.,,Montréal,QC,1,87000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00086,241332,unmatched_new,other_org,,,
emergency_shelter,Bonsecours Inc.,,Montréal,QC,1,87000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00086,241332,unmatched_new,other_org,,,
supportive_housing,University of Ontario Institute of Technology,,Oshawa,ON,1,84074.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00099,52929,fuzzy_accept,charity,859248049,259562518.0,2024-03-31
emergency_shelter,University of Ontario Institute of Technology,,Oshawa,ON,1,84074.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00099,52929,fuzzy_accept,charity,859248049,259562518.0,2024-03-31
supportive_housing,Kamloops Safe Housing Society,,Kamloops,BC,1,83292.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00160,214808,unmatched_new,other_org,,,
emergency_shelter,Kamloops Safe Housing Society,,Kamloops,BC,1,83292.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00160,214808,unmatched_new,other_org,,,
supportive_housing,Association Amicale des jeunes et parents AGAPE inc.,,Laval,QC,1,81990.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00428,189555,unmatched_new,other_org,,,
emergency_shelter,Association Amicale des jeunes et parents AGAPE inc.,,Laval,QC,1,81990.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00428,189555,unmatched_new,other_org,,,
supportive_housing,Corp of City of Brantford-Housing,,Brantford,ON,2,81637.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00366,332163,unmatched_new,other_org,,,
emergency_shelter,Corp of City of Brantford-Housing,,Brantford,ON,2,81637.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00366,332163,unmatched_new,other_org,,,
supportive_housing,D'un couvert à l'autre,,Longueuil,QC,1,79823.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00175,55438,exact_bn,charity,864266325,1227143.0,2024-09-30
emergency_shelter,D'un couvert à l'autre,,Longueuil,QC,1,79823.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00175,55438,exact_bn,charity,864266325,1227143.0,2024-09-30
supportive_housing,Cornerstone Community Association Durham Inc.,,Oshawa,ON,1,79399.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00100,189739,unmatched_new,other_org,,,
emergency_shelter,Cornerstone Community Association Durham Inc.,,Oshawa,ON,1,79399.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00100,189739,unmatched_new,other_org,,,
supportive_housing,Cactus Montréal,,Montréal,QC,2,79266.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00317,131636,unmatched_new,other_org,,,
emergency_shelter,Cactus Montréal,,Montréal,QC,2,79266.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00317,131636,unmatched_new,other_org,,,
supportive_housing,Les Artisans bénévoles de la Paix en Mauricie,,Trois-Rivières,QC,1,79039.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00196,33699,fuzzy_accept,charity,135316818,1183670.0,2024-03-31
emergency_shelter,Les Artisans bénévoles de la Paix en Mauricie,,Trois-Rivières,QC,1,79039.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00196,33699,fuzzy_accept,charity,135316818,1183670.0,2024-03-31
supportive_housing,The Hope Centre,,Welland,ON,1,74920.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00229,199933,unmatched_new,other_org,,,
emergency_shelter,The Hope Centre,,Welland,ON,1,74920.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00229,199933,unmatched_new,other_org,,,
supportive_housing,Interior Metis Child and Family Services,,Kamloops,BC,1,73105.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00125,146261,unmatched_new,other_org,,,
emergency_shelter,Interior Metis Child and Family Services,,Kamloops,BC,1,73105.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00125,146261,unmatched_new,other_org,,,
supportive_housing,TAWAAK Housing Association,,Halifax,NS,1,73090.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00278,263351,unmatched_new,other_org,,,
emergency_shelter,TAWAAK Housing Association,,Halifax,NS,1,73090.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00278,263351,unmatched_new,other_org,,,
supportive_housing,Youth Emergency Shelter of Peterborough,,Peterborough,ON,1,72588.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00254,146236,unmatched_new,other_org,,,
emergency_shelter,Youth Emergency Shelter of Peterborough,,Peterborough,ON,1,72588.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00254,146236,unmatched_new,other_org,,,
supportive_housing,(Mirésol inc.) Milieu de réinsertion sociale Inc.,,L'Annonciation,QC,1,72580.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00135,245912,unmatched_new,other_org,,,
emergency_shelter,(Mirésol inc.) Milieu de réinsertion sociale Inc.,,L'Annonciation,QC,1,72580.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00135,245912,unmatched_new,other_org,,,
supportive_housing,First Steps Housing Project Inc,,Saint John,NB,1,72500.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00129,146543,unmatched_new,other_org,,,
emergency_shelter,First Steps Housing Project Inc,,Saint John,NB,1,72500.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00129,146543,unmatched_new,other_org,,,
supportive_housing,Maison d'Hébergement Dépannage de Valleyfield,,Salaberry-de-Valleyfield,QC,1,72349.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00178,150665,unmatched_new,other_org,,,
emergency_shelter,Maison d'Hébergement Dépannage de Valleyfield,,Salaberry-de-Valleyfield,QC,1,72349.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00178,150665,unmatched_new,other_org,,,
supportive_housing,Youth Opportunities Unlimited,,London,ON,2,71927.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00288,146368,unmatched_new,other_org,,,
