category,recipient_legal_name,business_number,city,province,n_grants,total_cad,first_year,last_year,example_funder,receipt_description_snippet,receipt_ref_number,entity_id,match_method,entity_kind,bn_root,latest_revenue,fiscal_period_end
emergency_shelter,IOM – International Organization for Migration,,Geneva | Genève,,11,56900000.0,2018,2023,Global Affairs Canada | Affaires mondiales Canada,"P008909001: March 2020 - This grant represents Canada's support to the International Organization for Migration (IOM) in eight countries, namely Afghanistan, Bangladesh, Democratic Republic of Congo (DRC), Nigeria, South",GC-2018-Q4-00060,127353,unmatched_new,other_org,,,
emergency_shelter,Humanitarian Coalition,831590666,Ottawa | Ottawa,ON,5,49500000.0,2015,2023,Global Affairs Canada | Affaires mondiales Canada,"The Canadian Humanitarian Assistance Fund (CHAF), managed by the Humanitarian Coalition (HC), supports timely and reliable humanitarian assistance to those affected by small-scale, rapid-onset disasters in developing cou",GC-2016-Q2-0147,44830,fuzzy_accept,charity,831590666,14878064.0,2024-12-31
emergency_shelter,UNHCR - United Nations High Commissioner for Refugees,,Geneva | Genève,,1,25000000.0,2016,2016,Global Affairs Canada | Affaires mondiales Canada,"September 2016 – The Syria Crisis has undermined security and stability in the Middle East and has resulted in unprecedented humanitarian needs. Now in its sixth year, the conflict in Syria has led to the worst displacem",GC-2017-Q3-0145,127302,unmatched_new,other_org,,,
emergency_shelter,Canadian Red Cross,119219814,Ottawa | Ottawa,ON,8,22226725.040000003,2013,2022,Global Affairs Canada | Affaires mondiales Canada,"The project aims to save lives, reduce suffering, and maintain human dignity in communities experiencing humanitarian crises by making emergency global response efforts more effective and targeted. Recent trends indicate",GC-2014-Q3-0005,22846,exact_bn,charity,119219814,442356566.0,2024-03-31
emergency_shelter,UNRWA - United Nations Relief and Works Agency for Palestine Refugees in the Near East,3200000000000,Amman | Amman,,1,20000000.0,2023,2023,Global Affairs Canada | Affaires mondiales Canada,"October 2023 – In response to urgent and growing humanitarian needs in Gaza, the West Bank and neighbouring areas, Global Affairs Canada is contributing to the Interagency Flash Appeal, launched on 12 October, with new h",064-2023-2024-Q3-00069,161677,unmatched_new,other_org,,,
emergency_shelter,Canadian Red Cross | Croix-Rouge canadienne,3203119219814,OTTAWA,ON,2,14000000.0,2025,2025,Global Affairs Canada | Affaires mondiales Canada,This project aims to support a Canadian Red Cross draw-down fund. This fund seeks to allow Canada to rapidly respond to International Federation of Red Cross and Red Crescent Societies (IFRC) emergency operations followi,064-2025-2026-Q1-00236,141791,unmatched_new,other_org,119211981,,
emergency_shelter,Canadian Lutheran World Relief,,Winnipeg | Winnipeg,MB,1,11700000.0,2024,2024,Global Affairs Canada | Affaires mondiales Canada,"April 2024 – An estimated 300 million people worldwide need humanitarian assistance and protection in part due to ongoing conflicts, natural disasters and disease outbreaks. In response to humanitarian needs, Global Affa",064-2024-2025-Q2-00370,1977,fuzzy_accept,charity,106863038,17893752.0,2024-03-31
emergency_shelter,Int'l Organization for Migration,3200000000000,Geneva | Genève,,4,11600000.0,2023,2023,Global Affairs Canada | Affaires mondiales Canada,"June 6, 2023 - Explosions at the Kakhovka dam destroyed the hydroelectric structure and caused large-scale flooding along the lower Dnipro River due to the water release from the Kakhovka reservoir. This has left 40,000 ",064-2024-2025-Q2-00580,127505,unmatched_new,other_org,,,
emergency_shelter,ICRC - International Committee of the Red Cross,,Geneva | Genève,,1,10000000.0,2021,2021,Global Affairs Canada | Affaires mondiales Canada,January 2021 - The International Committee of the Red Cross’ (ICRC) primary mission is to help protect people’s lives and dignity affected by conflict and other violent situation. The ICRC assists and prevents further su,064-2021-2022-Q1-00190,127239,unmatched_new,other_org,,,
emergency_shelter,Int'l Organization for Migration | OIM - Organisation internationale pour les migrations,3200000000000,Geneva,,1,5250000.0,2025,2025,Global Affairs Canada | Affaires mondiales Canada,"The International Organization for Migration (IOM) provides humanitarian assistance to populations facing a heightened risk of vulnerability, including internally displaced persons (IDPs), refugees, migrants and host com",064-2025-2026-Q1-00235,127505,unmatched_new,other_org,,,
transitional_housing,Thunder Woman Healing Lodge Society,735053126,Toronto,ON,1,4737448.0,2026,2026,Public Safety Canada | Sécurité publique Canada,Maashkaawizii Kwe (Woman of Inner Strength) provides 24/7 wrap-around supports for Indigenous women exiting federal and provincial corrections through a culturally grounded Healing Lodge. The program combines safe housin,088-2025-2026-Q4-00057,87969,exact_bn,charity,735053126,5102751.0,2024-03-31
emergency_shelter,CARE Canada,118838333,Ottawa | Ottawa,ON,3,4000000.0,2018,2025,Global Affairs Canada | Affaires mondiales Canada,"October 2025 – Hurricane Melissa made landfall as a catastrophic Category 5 storm in southwestern Jamaica on October 28, 2025, and as a powerful Category 3 storm in eastern Cuba the following day. The hurricane caused wi",064-2025-2026-Q3-0083,11172,fuzzy_accept,charity,118838333,73167756.0,2024-06-30
emergency_shelter,WFP - World Food Programme,,Rome | Rome,,1,4000000.0,2022,2022,Global Affairs Canada | Affaires mondiales Canada,"September 2022 – Heavy monsoon rainfall has affected Pakistan since mid-June, causing widespread flooding that has affected 33 million. Reports indicate that multiple regions have been affected by flooding, road closures",064-2022-2023-Q3-00010,127303,unmatched_new,other_org,,,
emergency_shelter,Development and Peace | Développement et Paix,3203131450140,TORONTO,ON,1,4000000.0,2025,2025,Global Affairs Canada | Affaires mondiales Canada,"October 2024 - An estimated 1 million Rohingya fled political persecution in Myanmar, with the majority seeking refuge in overcrowded, temporary settlements in Cox’s Bazar District, Bangladesh. These refugees face numero",064-2024-2025-Q4-00146,206708,unmatched_new,other_org,131450140,,
supportive_housing,Corporation of the City of New Westminster,119439503,New Westminster,BC,2,3222460.0,2025,2025,Health Canada | Santé Canada,"This project will address the interconnected crises of substance use, homelessness, and mental health by providing stable shelter, wrap-around supports, and expanded harm-reduction outreach teams and services. It will ta",271-2025-2026-Q3-00011,110400,exact_bn,other_org,119439503,,
emergency_shelter,Kenora District Services Board,817848690,Dryden,ON,1,2738029.0,2025,2025,Health Canada | Santé Canada,"The project aims to urgently address the growing need for emergency shelter, substance use support, and culturally appropriate recovery services in response to rising homelessness and overdose rates in Sioux Lookout and ",271-2025-2026-Q2-00008,98412,exact_bn,other_org,817848690,,
emergency_shelter,"Channel-Port aux Basques, Town of | Channel-Port aux Basques, Ville de",,"Channel-Port aux Basques, Town of | Channel-Port aux Basques, Ville de",NL,1,2326560.0,2024,2024,"Department of Housing, Infrastructure and Communities | Ministère du Logement, de l’Infrastructure et des Collectivités","Retrofit of community centre in Channel - Port aux Basques, NL that provides recreation and community support services for all residents of Newfoundland’s southwest coast and acts as the local emergency shelter. It inclu",278-2023-2024-Q4-00048,243493,unmatched_new,other_org,,,
emergency_shelter,International Rescue Committee,,New York | New York,,1,2000000.0,2022,2022,Global Affairs Canada | Affaires mondiales Canada,October 2022 – Heavy monsoon rainfall affecting Pakistan since mid-June has caused widespread flooding that has affected 33 million people and displaced almost 8 million people. Reports show that floods have resulted in ,064-2022-2023-Q3-00035,153719,unmatched_new,other_org,,,
emergency_shelter,MA'AN Development Center | MA'AN Development Center,,Al Masyoun - Ramallah,,1,2000000.0,2025,2025,Global Affairs Canada | Affaires mondiales Canada,"June 2025 – Latest reporting from the UN Office for the Coordination of Humanitarian Affairs indicates that 92% of housing units (436,000) in Gaza are destroyed (160,000) or damaged (276,000). This resulted in 1.1 millio",064-2025-2026-Q2-00078,253947,unmatched_new,other_org,,,
emergency_shelter,Islamic Relief Canada,821896875,Burlington | Burlington,ON,1,2000000.0,2022,2022,Global Affairs Canada | Affaires mondiales Canada,"September 2022 – Heavy monsoon rainfall has affected Pakistan since mid-June. The rainfall is causing widespread flooding that has affected 33 million people. Reports show that it has resulted in road closures, power out",064-2022-2023-Q3-00013,154197,unmatched_new,other_org,822896875,,
housing_first,"HWANG, Stephen W",,Toronto,ON,1,1984383.0,2013,2013,Canadian Institutes of Health Research | Instituts de recherche en santé du Canada,A Randomized Controlled Trial of Housing First for Homeless People with Mental Illness: Long-term Outcomes,236-2013-2014-Q2-00571,227725,unmatched_new,other_org,,,
emergency_shelter,The Canadian Red Cross Society   Duplicate Of 10049981,,OTTAWA,ON,1,1300000.0,2026,2026,Global Affairs Canada | Affaires mondiales Canada,"January 2026 — Weeks of intense rainfall have triggered severe and historically significant flooding across southern and central Mozambique, affecting an estimated 700,000 people.  Entire communities have been displaced,",064-2025-2026-Q4-0081,243800,unmatched_new,other_org,,,
emergency_shelter,Qaujigiartiit Health Research Centre,,Iqaluit,NU,2,1280000.0,2020,2021,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,This 60-month project will develop the “Ikajurniq (Helping one another)” approach and test its applicability as a promising practice for improving the capacity of emergency shelters to deliver culturally-appropriate serv,001-2021-2022-Q1-00025,95946,exact_bn,charity,858987399,3519957.0,2024-03-31
supportive_housing,PHS Community Services Society,,Vancouver,BC,1,1100000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00174,73105,exact_bn,charity,891413791,77430969.0,2024-03-31
emergency_shelter,PHS Community Services Society,,Vancouver,BC,1,1100000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00174,73105,exact_bn,charity,891413791,77430969.0,2024-03-31
emergency_shelter,UNHCR - United Nations High Commissioner for Refugees | HCR - Haut Commissariat des Nations Unies pour les réfugiés,3200000000000,Geneve 2 Dépôt,,1,1000000.0,2025,2025,Global Affairs Canada | Affaires mondiales Canada,"Since January 2025, the rapid escalation of conflict in eastern Democratic Republic of Congo (DRC) has triggered mass displacement within DRC and across borders. Over 77,000 people have fled DRC to neighbouring countries",064-2024-2025-Q4-00161,127302,unmatched_new,other_org,,,
transitional_housing,COVENANT HOUSE TORONTO,,Toronto | Toronto,ON,1,889661.0,2015,2015,Department of Justice Canada | Ministère de la Justice Canada,The project will help female victims of sexual exploitation aged 16-24 in Toronto to attain independent community living through a new community-based transitional housing program with specialized services that are desig,119-2018-2019-Q3-00006,146746,unmatched_new,other_org,,,
emergency_shelter,CANADIAN RED CROSS SOCIETY,3203119219814,Ottawa | Ottawa,ON,1,800000.0,2023,2023,Global Affairs Canada | Affaires mondiales Canada,"September 2023 – On September 10, Storm Daniel hit northeastern Libya with heavy rains and flash floods, affecting various cities, including Al Marj, Benghazi, and Derna. As of September 14, the United Nations Office for",064-2023-2024-Q3-00014,98720,unmatched_new,other_org,011921914,,
emergency_shelter,CONCERTATION DES LUTTES CONTRE L'EXPLOITATION SEXUELLE,,Montréal | Montréal,QC,1,789220.0,2015,2015,Department of Justice Canada | Ministère de la Justice Canada,"The project will establish a multi-service center in Montreal and enhance an exit program aiming to support women wishing to leave prostitution, and those who have already quit but are still experiencing the impacts of p",119-2018-2019-Q3-00005,251606,unmatched_new,other_org,,,
emergency_shelter,Canora Community League | Canora Community League,,"Edmonton, City of | Edmonton, Ville d’",AB,1,679513.0,2024,2024,"Department of Housing, Infrastructure and Communities | Ministère du Logement, de l’Infrastructure et des Collectivités","The retrofit of a community centre in Edmonton, AB to eliminate the climate impacts of the organization by 102 tonnes CO2 per year, act as a demonstration of best practices for energy retrofits, improve climate resilienc",278-2024-2025-Q3-00037,192267,unmatched_new,other_org,,,
supportive_housing,Fonds dédié à l'habitation communautaire de Montréal,,Montréal,QC,1,676789.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00189,150610,unmatched_new,other_org,,,
emergency_shelter,Fonds dédié à l'habitation communautaire de Montréal,,Montréal,QC,1,676789.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00189,150610,unmatched_new,other_org,,,
emergency_shelter,International Federation of the Red Cross and Red Crescent Societies (IFRC) Appeals via the Canadian Red Cross Society (CRCS),119219814,Ottawa | Ottawa,ON,1,666587.0,2018,2018,Global Affairs Canada | Affaires mondiales Canada,"October 2018 – On September 28, 2018, a magnitude 7.5 earthquake struck Sulawesi, Indonesia. Following the earthquake, a tsunami hit the regions of Palu, Donggala and Sigi. The disasters caused widespread flooding and de",064-2018-2019-Q3-00388,22846,exact_bn,charity,119219814,442356566.0,2024-03-31
supportive_housing,Maison St-Dominique,,Montréal,QC,1,665811.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00096,146976,unmatched_new,other_org,,,
emergency_shelter,Maison St-Dominique,,Montréal,QC,1,665811.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00096,146976,unmatched_new,other_org,,,
emergency_shelter,Corporation of the City of St. Thomas,106984131,St. Thomas,ON,1,640326.0,2025,2025,Health Canada | Santé Canada,"The project aims to strengthen St. Thomas-Elgin's capacity to support individuals who use substances, particularly those at risk of opioid-related harms. By expanding the continuum of services, it will address gaps in ca",271-2025-2026-Q2-00003,114165,exact_bn,other_org,106984131,,
supportive_housing,New Hope Community Services Society,,Vancouver,QB,1,635999.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00143,54230,exact_bn,charity,861962678,757050.0,2024-12-31
emergency_shelter,New Hope Community Services Society,,Vancouver,QB,1,635999.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00143,54230,exact_bn,charity,861962678,757050.0,2024-12-31
supportive_housing,Vancouver Coastal Health Authority,,Vancouver,BC,1,635000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00007,150600,unmatched_new,other_org,,,
emergency_shelter,Vancouver Coastal Health Authority,,Vancouver,BC,1,635000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00007,150600,unmatched_new,other_org,,,
supportive_housing,Siloam Mission Inc.,,Winnipeg,MB,2,629661.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00226,150921,unmatched_new,other_org,,,
emergency_shelter,Siloam Mission Inc.,,Winnipeg,MB,2,629661.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00226,150921,unmatched_new,other_org,,,
supportive_housing,City of Toronto,867402299,Toronto,ON,1,621278.0,2025,2025,Health Canada | Santé Canada,This project aims to enhance the capacity to support people who use drugs by establishing a harm reduction emergency outreach team. The team will provide harm reduction and overdose prevention services in priority shelte,271-2024-2025-Q4-00019,98736,unmatched_new,other_org,,,
supportive_housing,Oxford House Foundation of Canada,,Calgary,AB,1,582000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00271,202674,unmatched_new,other_org,,,
emergency_shelter,Oxford House Foundation of Canada,,Calgary,AB,1,582000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00271,202674,unmatched_new,other_org,,,
supportive_housing,Office Municipal d'Habitation de Ste-Thérèse,,Sainte-Thérèse,QC,1,565800.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00329,209669,unmatched_new,other_org,,,
emergency_shelter,Office Municipal d'Habitation de Ste-Thérèse,,Sainte-Thérèse,QC,1,565800.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2005-Q4-00329,209669,unmatched_new,other_org,,,
supportive_housing,Corporation (Un toit pour toi),,Montréal,QC,1,558262.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00021,278015,unmatched_new,other_org,,,
emergency_shelter,Corporation (Un toit pour toi),,Montréal,QC,1,558262.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00021,278015,unmatched_new,other_org,,,
emergency_shelter,Women's Shelters Canada,,Ottawa,ON,2,548670.0,2018,2019,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"This project will test the Community Safety Circle, which brings together service providers to create survivor-led, customized safety and support plans, as a promising practice to provide greater safety to women living i",GC-2018-Q2-036,103846,unmatched_new,other_org,,,
supportive_housing,Bureau de consultation Jeunessee,,Montréal,QC,2,548216.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00214,189516,unmatched_new,other_org,,,
emergency_shelter,Bureau de consultation Jeunessee,,Montréal,QC,2,548216.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00214,189516,unmatched_new,other_org,,,
supportive_housing,Affirmative Industry Association of Nova Scotia,,Dartmouth,NS,1,540100.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00218,344183,unmatched_new,other_org,,,
emergency_shelter,Affirmative Industry Association of Nova Scotia,,Dartmouth,NS,1,540100.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00218,344183,unmatched_new,other_org,,,
supportive_housing,New Dawn Enterprises Ltd.,,Sydney,NS,2,519998.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00149,146271,unmatched_new,other_org,107769622,,
emergency_shelter,New Dawn Enterprises Ltd.,,Sydney,NS,2,519998.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00149,146271,exact_bn,other_org,107769622,,
supportive_housing,The Governing Council of The Salvation Army in Canada,,Regina,SK,1,503186.0,2012,2012,Employment and Social Development Canada | Emploi et Développement social Canada,The Salvation Army (Regina Waterston Centre) will partner with the Regina Drug Treatment Court in order to test a supportive housing pilot with approximately 30 women.,GC-2011-Q4-00288,146394,unmatched_new,other_org,,,
emergency_shelter,OCHA - United Nations Office for the Coordination of Humanitarian Affairs,,Geneva | Genève,,1,500000.0,2022,2022,Global Affairs Canada | Affaires mondiales Canada,"December 2021 – Prior to the Taliban takeover, the humanitarian situation in Afghanistan was already one of the worst in the world. The recent escalation in conflict and the resulting upheaval in Afghanistan has worsened",064-2021-2022-Q4-00036,127138,unmatched_new,other_org,,,
supportive_housing,Victoria Native Friendship Centre Society,,Victoria,BC,2,495576.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00256,8746,exact_bn,charity,108172933,15089684.0,2024-03-31
emergency_shelter,Victoria Native Friendship Centre Society,,Victoria,BC,2,495576.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00256,8746,exact_bn,charity,108172933,15089684.0,2024-03-31
supportive_housing,Résidence de l'Académie,,Montréal,QC,1,470000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00112,263415,unmatched_new,other_org,,,
emergency_shelter,Résidence de l'Académie,,Montréal,QC,1,470000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00112,263415,unmatched_new,other_org,,,
transitional_housing,Temiskaming Native Women's Support Group (AKA Keepers of the Circle),,New Liskeard,ON,1,457634.0,2023,2023,Women and Gender Equality Canada | Femmes et Égalité des genres Canada,"Through this 39-month project, Keepers of the Circle will increase its ability to prevent and address gender-based violence (GBV) against Indigenous women, girls, and 2SLGBTQQIA+ people, with a focus on northern Ontario.",001-2022-2023-Q3-00029,287320,unmatched_new,other_org,,,
supportive_housing,Elizabeth Fry Society Mainland Nova Scotia,,Halifax,NS,1,457069.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00279,136769,unmatched_new,other_org,,,
emergency_shelter,Elizabeth Fry Society Mainland Nova Scotia,,Halifax,NS,1,457069.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00279,136769,unmatched_new,other_org,,,
supportive_housing,Ici par les arts,,Saint-Jérôme,QC,2,452594.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00152,150903,unmatched_new,other_org,,,
emergency_shelter,Ici par les arts,,Saint-Jérôme,QC,2,452594.0,2006,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00152,150903,unmatched_new,other_org,,,
supportive_housing,Cape Breton Transition House Association,,Sydney,NS,2,450365.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00248,125681,unmatched_new,other_org,106871148,,
emergency_shelter,Cape Breton Transition House Association,,Sydney,NS,2,450365.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00248,125681,unmatched_new,other_org,106871148,,
supportive_housing,Regional Municipality of Waterloo,,Kitchener,ON,1,441805.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00062,101931,unmatched_new,other_org,,,
emergency_shelter,Regional Municipality of Waterloo,,Kitchener,ON,1,441805.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00062,101931,unmatched_new,other_org,,,
supportive_housing,The Mustard Seed (Calgary) Street Ministry Society,,Calgary,AB,1,424321.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00242,189648,unmatched_new,other_org,139050102,,
emergency_shelter,The Mustard Seed (Calgary) Street Ministry Society,,Calgary,AB,1,424321.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00242,189648,unmatched_new,other_org,139050102,,
supportive_housing,Habitations La Traversée,,Montréal,QC,1,418499.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00267,245922,unmatched_new,other_org,,,
emergency_shelter,Habitations La Traversée,,Montréal,QC,1,418499.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00267,245922,unmatched_new,other_org,,,
supportive_housing,Young Womens Christian Association,,Halifax,NS,1,415965.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00464,278030,unmatched_new,other_org,,,
emergency_shelter,Young Womens Christian Association,,Halifax,NS,1,415965.0,2007,2007,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q4-00464,278030,unmatched_new,other_org,,,
supportive_housing,Les oeuvres de la maison du père,,Montréal,QC,1,408460.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00100,150990,unmatched_new,other_org,,,
emergency_shelter,Les oeuvres de la maison du père,,Montréal,QC,1,408460.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q3-00100,150990,unmatched_new,other_org,,,
supportive_housing,North End Women's Centre Inc.,,Winnipeg,MB,1,400000.0,2006,2006,Employment and Social Development Canada | Emploi et Développement social Canada,Increase the availability and access to a range of services and facilities along the continuum from homelessness to self-sufficiency - emergency shelters - transitional/supportive housing - prevention.,GC-2006-Q2-00242,146313,unmatched_new,other_org,,,
